RWES2,01/12/2018 19:16 MST,1,77,1.01
RWES2,01/12/2018 20:16 MST,0,77,2.01
RWES2,01/12/2018 21:16 MST,1,76,3
RWES2,01/12/2018 22:16 MST,0,77,3
RWES2,01/12/2018 23:16 MST,0,77,2.01
RWES2,01/13/2018 00:16 MST,-0.99,76,2.01
RWES2,01/13/2018 01:16 MST,-0.99,75,0
RWES2,01/13/2018 02:16 MST,1,76,0
RWES2,01/13/2018 03:16 MST,1.99,75,1.01
RWES2,01/13/2018 04:16 MST,3.99,75,1.01
RWES2,01/13/2018 05:16 MST,5,75,1.01
RWES2,01/13/2018 06:16 MST,5,77,1.01
RWES2,01/13/2018 07:16 MST,6.01,77,0
RWES2,01/13/2018 08:16 MST,8.01,74,2.01
RWES2,01/13/2018 09:16 MST,10.99,72,2.01
RWES2,01/13/2018 10:16 MST,14,69,2.01
RWES2,01/13/2018 11:16 MST,17.01,66,1.01
RWES2,01/13/2018 12:16 MST,21,62,1.01
RWES2,01/13/2018 13:16 MST,24.01,63,2.01
RWES2,01/13/2018 14:16 MST,27,76,0
RWES2,01/13/2018 15:16 MST,30,75,1.01
RWES2,01/13/2018 16:16 MST,30,83,0
RWES2,01/13/2018 17:16 MST,32,93,1.01
RWES2,01/13/2018 18:16 MST,27,92,2.01
RWES2,01/13/2018 19:16 MST,23,91,3
RWES2,01/13/2018 20:16 MST,23,93,3
RWES2,01/13/2018 21:16 MST,23,92,2.01
RWES2,01/13/2018 22:16 MST,24.01,94,3
RWES2,01/13/2018 23:16 MST,32,79,4.99
RWES2,01/14/2018 00:16 MST,34,66,5.99
RWES2,01/14/2018 01:16 MST,34,64,4.99
RWES2,01/14/2018 02:16 MST,33.01,65,4
RWES2,01/14/2018 03:16 MST,34,62,3
RWES2,01/14/2018 04:16 MST,34,61,3
RWES2,01/14/2018 05:16 MST,35.01,59,5.99
RWES2,01/14/2018 06:16 MST,37.99,56,10
RWES2,01/14/2018 07:16 MST,39,54,8.01
RWES2,01/14/2018 08:16 MST,39.99,52,7
RWES2,01/14/2018 09:16 MST,39.99,55,7
RWES2,01/14/2018 10:16 MST,41,52,7
RWES2,01/14/2018 11:16 MST,37.99,65,8.01
RWES2,01/14/2018 12:16 MST,37.99,69,8.01
RWES2,01/14/2018 13:16 MST,36,76,5.99
RWES2,01/14/2018 14:16 MST,34,89,4.99
RWES2,01/14/2018 15:16 MST,32,76,11.01
RWES2,01/14/2018 16:16 MST,30,85,4.99
RWES2,01/14/2018 17:16 MST,24.01,90,8.01
RWES2,01/14/2018 18:16 MST,23,86,8.99
RWES2,01/14/2018 19:16 MST,16,88,5.99
RWES2,01/14/2018 20:16 MST,15.01,85,7
RWES2,01/14/2018 21:16 MST,10.99,84,4
RWES2,01/14/2018 22:16 MST,8.01,81,3
RWES2,01/14/2018 23:16 MST,6.01,75,4.99
RWES2,01/15/2018 00:16 MST,1.99,69,3
RWES2,01/15/2018 01:16 MST,1,71,3
RWES2,01/15/2018 02:16 MST,0,73,3
RWES2,01/15/2018 03:16 MST,1.99,61,4.99
RWES2,01/15/2018 04:16 MST,-2,68,4.99
RWES2,01/15/2018 05:16 MST,-0.99,58,4
RWES2,01/15/2018 06:16 MST,-2.99,61,4
RWES2,01/15/2018 07:16 MST,-6,66,4.99
RWES2,01/15/2018 08:16 MST,-4,65,3
RWES2,01/15/2018 09:16 MST,1,57,5.99
RWES2,01/15/2018 10:16 MST,1.99,57,8.01
RWES2,01/15/2018 11:16 MST,7,51,3
RWES2,01/15/2018 12:16 MST,7,50,8.01
RWES2,01/15/2018 13:16 MST,7,50,7
RWES2,01/15/2018 14:16 MST,7,50,5.99
RWES2,01/15/2018 15:16 MST,5,52,7
RWES2,01/15/2018 16:16 MST,1,61,3
RWES2,01/15/2018 17:16 MST,-2.99,68,4
RWES2,01/15/2018 18:16 MST,-5.01,73,1.01
RWES2,01/15/2018 19:16 MST,-7.01,71,4
RWES2,01/15/2018 20:16 MST,-6,61,4
RWES2,01/15/2018 21:16 MST,-6,63,1.01
RWES2,01/15/2018 22:16 MST,-6,55,0
RWES2,01/15/2018 23:16 MST,-5.01,49,4.99
RWES2,01/16/2018 00:16 MST,-7.01,51,2.01
RWES2,01/16/2018 01:16 MST,-6,45,2.01
RWES2,01/16/2018 02:16 MST,-4,39,4
RWES2,01/16/2018 03:16 MST,-5.01,44,4
RWES2,01/16/2018 04:16 MST,-0.99,37,4.99
RWES2,01/16/2018 05:16 MST,1,36,4.99
RWES2,01/16/2018 06:16 MST,1,37,5.99
RWES2,01/16/2018 07:16 MST,1.99,39,5.99
RWES2,01/16/2018 08:16 MST,7,37,4.99
RWES2,01/16/2018 09:16 MST,17.01,32,3
RWES2,01/16/2018 10:16 MST,25,25,3
RWES2,01/16/2018 11:16 MST,26.01,32,4
RWES2,01/16/2018 12:16 MST,25,42,4.99
RWES2,01/16/2018 13:16 MST,28,42,3
RWES2,01/16/2018 14:16 MST,32,35,3
RWES2,01/16/2018 15:16 MST,33.01,35,2.01
RWES2,01/16/2018 16:16 MST,28,42,0
RWES2,01/16/2018 17:16 MST,26.01,43,2.01
RWES2,01/16/2018 18:16 MST,28,37,5.99
RWES2,01/16/2018 19:16 MST,30.99,21,7
RWES2,01/16/2018 20:16 MST,30.99,20,4.99
RWES2,01/16/2018 21:16 MST,30,18,0
RWES2,01/16/2018 22:16 MST,28,22,1.01
RWES2,01/16/2018 23:16 MST,30.99,20,7
RWES2,01/17/2018 00:16 MST,30.99,20,7
RWES2,01/17/2018 01:16 MST,33.01,17,7
RWES2,01/17/2018 02:16 MST,32,20,7
RWES2,01/17/2018 03:16 MST,32,19,2.01
RWES2,01/17/2018 04:16 MST,33.01,19,2.01
RWES2,01/17/2018 05:16 MST,33.01,21,7
RWES2,01/17/2018 06:16 MST,32,24,5.99
RWES2,01/17/2018 07:16 MST,30,27,8.01
RWES2,01/17/2018 08:16 MST,36,22,5.99
RWES2,01/17/2018 09:16 MST,44.01,37,5.99
RWES2,01/17/2018 10:16 MST,46.99,34,5.99
RWES2,01/17/2018 11:16 MST,50,31,4.99
RWES2,01/17/2018 12:16 MST,50,34,4
RWES2,01/17/2018 13:16 MST,46.99,39,5.99
RWES2,01/17/2018 14:16 MST,46.99,43,4
RWES2,01/17/2018 15:16 MST,46,45,4
RWES2,01/17/2018 16:16 MST,41,44,3
RWES2,01/17/2018 17:16 MST,37.99,39,3
RWES2,01/17/2018 18:16 MST,37,42,4.99
RWES2,01/17/2018 19:16 MST,35.01,55,5.99
RWES2,01/17/2018 20:16 MST,36,48,2.01
RWES2,01/17/2018 21:16 MST,37,42,3
RWES2,01/17/2018 22:16 MST,37,41,3
RWES2,01/17/2018 23:16 MST,41,33,4
RWES2,01/18/2018 00:16 MST,39.99,33,3
RWES2,01/18/2018 01:16 MST,41,34,4.99
RWES2,01/18/2018 02:16 MST,39,37,3
RWES2,01/18/2018 03:16 MST,41,31,4
RWES2,01/18/2018 04:16 MST,43,27,5.99
RWES2,01/18/2018 05:16 MST,44.01,24,8.01
RWES2,01/18/2018 06:16 MST,45,22,5.99
RWES2,01/18/2018 07:16 MST,46.99,22,8.01
RWES2,01/18/2018 08:16 MST,46.99,22,7
RWES2,01/18/2018 09:16 MST,48,21,5.99
RWES2,01/18/2018 10:16 MST,52,18,5.99
RWES2,01/18/2018 11:16 MST,53.01,18,4.99
RWES2,01/18/2018 12:16 MST,59,16,4
RWES2,01/18/2018 13:16 MST,66,12,3
RWES2,01/18/2018 14:16 MST,62.01,16,2.01
RWES2,01/18/2018 15:16 MST,57.99,19,2.01
RWES2,01/18/2018 16:16 MST,54,23,3
RWES2,01/18/2018 17:16 MST,54,22,4.99
RWES2,01/18/2018 18:16 MST,53.01,25,2.01
RWES2,01/18/2018 19:16 MST,54,27,1.01
RWES2,01/18/2018 20:16 MST,53.01,28,2.01
RWES2,01/18/2018 21:16 MST,52,32,2.01
RWES2,01/18/2018 22:16 MST,53.01,33,2.01
RWES2,01/18/2018 23:16 MST,55.99,31,7
RWES2,01/19/2018 00:16 MST,54,32,2.01
RWES2,01/19/2018 01:16 MST,52,35,3
RWES2,01/19/2018 02:16 MST,50,37,4
RWES2,01/19/2018 03:16 MST,53.01,33,3
RWES2,01/19/2018 04:16 MST,57.99,24,5.99
RWES2,01/19/2018 05:16 MST,52,31,2.01
RWES2,01/19/2018 06:16 MST,55,26,3
RWES2,01/19/2018 07:16 MST,51.01,31,7
RWES2,01/19/2018 08:16 MST,43,47,2.01
RWES2,01/19/2018 09:16 MST,39,58,4
RWES2,01/19/2018 10:16 MST,44.01,54,10
RWES2,01/19/2018 11:16 MST,43,56,8.01
RWES2,01/19/2018 12:16 MST,43,55,4.99
RWES2,01/19/2018 13:16 MST,43,55,3
RWES2,01/19/2018 14:16 MST,43,57,3
RWES2,01/19/2018 15:16 MST,45,54,0
RWES2,01/19/2018 16:16 MST,39.99,65,2.01
RWES2,01/19/2018 17:16 MST,37,77,0
RWES2,01/19/2018 18:16 MST,35.01,78,2.01
RWES2,01/19/2018 19:16 MST,35.01,74,1.01
RWES2,01/19/2018 20:16 MST,34,76,1.01
RWES2,01/19/2018 21:16 MST,34,76,0
RWES2,01/19/2018 22:16 MST,35.01,79,0
RWES2,01/19/2018 23:16 MST,35.01,80,2.01
RWES2,01/20/2018 00:16 MST,35.01,80,2.01
RWES2,01/20/2018 01:16 MST,35.01,78,2.01
RWES2,01/20/2018 02:16 MST,34,83,0
RWES2,01/20/2018 03:16 MST,33.01,85,1.01
RWES2,01/20/2018 04:16 MST,33.01,92,0
RWES2,01/20/2018 05:16 MST,33.01,93,2.01
RWES2,01/20/2018 06:16 MST,34,78,3
RWES2,01/20/2018 07:16 MST,34,67,4.99
RWES2,01/20/2018 08:16 MST,35.01,64,4
RWES2,01/20/2018 09:16 MST,35.01,61,4.99
RWES2,01/20/2018 10:16 MST,36,58,4
RWES2,01/20/2018 11:16 MST,37.99,54,4
RWES2,01/20/2018 12:16 MST,37,56,3
RWES2,01/20/2018 13:16 MST,37,58,4
RWES2,01/20/2018 14:16 MST,35.01,71,5.99
RWES2,01/20/2018 15:16 MST,34,84,3
RWES2,01/20/2018 16:16 MST,32,77,4
RWES2,01/20/2018 17:16 MST,30.99,77,4
RWES2,01/20/2018 18:16 MST,30.99,82,3
RWES2,01/20/2018 19:16 MST,30,89,3
RWES2,01/20/2018 20:16 MST,28.99,91,3
RWES2,01/20/2018 21:16 MST,28.99,91,2.01
RWES2,01/20/2018 22:16 MST,28,93,3
RWES2,01/20/2018 23:16 MST,28,92,3
RWES2,01/21/2018 00:16 MST,28,91,3
RWES2,01/21/2018 01:16 MST,28,90,3
RWES2,01/21/2018 02:16 MST,28,88,4
RWES2,01/21/2018 03:16 MST,28,89,4
RWES2,01/21/2018 04:16 MST,27,86,3
RWES2,01/21/2018 05:16 MST,28,81,4
RWES2,01/21/2018 06:16 MST,28,75,4
RWES2,01/21/2018 07:16 MST,28,73,4.99
RWES2,01/21/2018 08:16 MST,28,74,2.01
RWES2,01/21/2018 09:16 MST,30,68,3
RWES2,01/21/2018 10:16 MST,32,61,3
RWES2,01/21/2018 11:16 MST,33.01,52,4.99
RWES2,01/21/2018 12:16 MST,34,47,5.99
RWES2,01/21/2018 13:16 MST,35.01,45,8.01
RWES2,01/21/2018 14:16 MST,35.01,41,8.01
RWES2,01/21/2018 15:16 MST,34,47,4.99
RWES2,01/21/2018 16:16 MST,33.01,50,3
RWES2,01/21/2018 17:16 MST,32,53,4
RWES2,01/21/2018 18:16 MST,30.99,59,4
RWES2,01/21/2018 19:16 MST,30.99,61,4.99
RWES2,01/21/2018 20:16 MST,30,64,3
RWES2,01/21/2018 21:16 MST,28.99,63,4
RWES2,01/21/2018 22:16 MST,28.99,62,4.99
RWES2,01/21/2018 23:16 MST,28,62,4
RWES2,01/22/2018 00:16 MST,27,61,4.99
RWES2,01/22/2018 01:16 MST,28,58,7
RWES2,01/22/2018 02:16 MST,28,56,7
RWES2,01/22/2018 03:16 MST,27,56,7
RWES2,01/22/2018 04:16 MST,28,53,5.99
RWES2,01/22/2018 05:16 MST,25,54,4.99
RWES2,01/22/2018 06:16 MST,23,57,5.99
RWES2,01/22/2018 07:16 MST,23,56,5.99
RWES2,01/22/2018 08:16 MST,26.01,49,5.99
RWES2,01/22/2018 09:16 MST,32,44,4
RWES2,01/22/2018 10:16 MST,37.99,38,2.01
RWES2,01/22/2018 11:16 MST,39.99,35,5.99
RWES2,01/22/2018 12:16 MST,43,24,7
